community_id,community_key,narrative_id,narrative_key
0,COMMUNITY:0,0,NARRATIVE:0
16,COMMUNITY:16,0,NARRATIVE:0
17,COMMUNITY:17,0,NARRATIVE:0
18,COMMUNITY:18,0,NARRATIVE:0
19,COMMUNITY:19,0,NARRATIVE:0
20,COMMUNITY:20,0,NARRATIVE:0
21,COMMUNITY:21,0,NARRATIVE:0
22,COMMUNITY:22,0,NARRATIVE:0
25,COMMUNITY:25,0,NARRATIVE:0
26,COMMUNITY:26,0,NARRATIVE:0
27,COMMUNITY:27,0,NARRATIVE:0
28,COMMUNITY:28,0,NARRATIVE:0
30,COMMUNITY:30,0,NARRATIVE:0
31,COMMUNITY:31,0,NARRATIVE:0
32,COMMUNITY:32,0,NARRATIVE:0
33,COMMUNITY:33,0,NARRATIVE:0
34,COMMUNITY:34,0,NARRATIVE:0
35,COMMUNITY:35,0,NARRATIVE:0
37,COMMUNITY:37,0,NARRATIVE:0
39,COMMUNITY:39,0,NARRATIVE:0
41,COMMUNITY:41,0,NARRATIVE:0
42,COMMUNITY:42,0,NARRATIVE:0
43,COMMUNITY:43,0,NARRATIVE:0
44,COMMUNITY:44,0,NARRATIVE:0
45,COMMUNITY:45,0,NARRATIVE:0
46,COMMUNITY:46,0,NARRATIVE:0
48,COMMUNITY:48,0,NARRATIVE:0
50,COMMUNITY:50,0,NARRATIVE:0
53,COMMUNITY:53,0,NARRATIVE:0
54,COMMUNITY:54,0,NARRATIVE:0
60,COMMUNITY:60,0,NARRATIVE:0
62,COMMUNITY:62,0,NARRATIVE:0
64,COMMUNITY:64,0,NARRATIVE:0
65,COMMUNITY:65,0,NARRATIVE:0
66,COMMUNITY:66,0,NARRATIVE:0
67,COMMUNITY:67,0,NARRATIVE:0
69,COMMUNITY:69,0,NARRATIVE:0
76,COMMUNITY:76,0,NARRATIVE:0
78,COMMUNITY:78,0,NARRATIVE:0
81,COMMUNITY:81,0,NARRATIVE:0
84,COMMUNITY:84,0,NARRATIVE:0
90,COMMUNITY:90,0,NARRATIVE:0
93,COMMUNITY:93,0,NARRATIVE:0
1,COMMUNITY:1,1,NARRATIVE:1
2,COMMUNITY:2,1,NARRATIVE:1
3,COMMUNITY:3,1,NARRATIVE:1
4,COMMUNITY:4,1,NARRATIVE:1
5,COMMUNITY:5,1,NARRATIVE:1
6,COMMUNITY:6,1,NARRATIVE:1
7,COMMUNITY:7,1,NARRATIVE:1
8,COMMUNITY:8,1,NARRATIVE:1
9,COMMUNITY:9,1,NARRATIVE:1
10,COMMUNITY:10,1,NARRATIVE:1
11,COMMUNITY:11,1,NARRATIVE:1
12,COMMUNITY:12,1,NARRATIVE:1
13,COMMUNITY:13,1,NARRATIVE:1
14,COMMUNITY:14,1,NARRATIVE:1
15,COMMUNITY:15,1,NARRATIVE:1
23,COMMUNITY:23,2,NARRATIVE:2
24,COMMUNITY:24,3,NARRATIVE:3
29,COMMUNITY:29,4,NARRATIVE:4
36,COMMUNITY:36,5,NARRATIVE:5
38,COMMUNITY:38,6,NARRATIVE:6
40,COMMUNITY:40,7,NARRATIVE:7
47,COMMUNITY:47,8,NARRATIVE:8
49,COMMUNITY:49,9,NARRATIVE:9
51,COMMUNITY:51,10,NARRATIVE:10
52,COMMUNITY:52,11,NARRATIVE:11
55,COMMUNITY:55,12,NARRATIVE:12
56,COMMUNITY:56,13,NARRATIVE:13
57,COMMUNITY:57,14,NARRATIVE:14
58,COMMUNITY:58,15,NARRATIVE:15
59,COMMUNITY:59,16,NARRATIVE:16
61,COMMUNITY:61,17,NARRATIVE:17
63,COMMUNITY:63,18,NARRATIVE:18
68,COMMUNITY:68,19,NARRATIVE:19
70,COMMUNITY:70,20,NARRATIVE:20
71,COMMUNITY:71,21,NARRATIVE:21
72,COMMUNITY:72,22,NARRATIVE:22
73,COMMUNITY:73,23,NARRATIVE:23
74,COMMUNITY:74,24,NARRATIVE:24
75,COMMUNITY:75,25,NARRATIVE:25
77,COMMUNITY:77,26,NARRATIVE:26
79,COMMUNITY:79,27,NARRATIVE:27
80,COMMUNITY:80,28,NARRATIVE:28
82,COMMUNITY:82,29,NARRATIVE:29
83,COMMUNITY:83,30,NARRATIVE:30
85,COMMUNITY:85,31,NARRATIVE:31
86,COMMUNITY:86,32,NARRATIVE:32
87,COMMUNITY:87,33,NARRATIVE:33
88,COMMUNITY:88,34,NARRATIVE:34
89,COMMUNITY:89,35,NARRATIVE:35
91,COMMUNITY:91,36,NARRATIVE:36
92,COMMUNITY:92,37,NARRATIVE:37
94,COMMUNITY:94,38,NARRATIVE:38
95,COMMUNITY:95,39,NARRATIVE:39
96,COMMUNITY:96,40,NARRATIVE:40
97,COMMUNITY:97,41,NARRATIVE:41
98,COMMUNITY:98,42,NARRATIVE:42
99,COMMUNITY:99,43,NARRATIVE:43
100,COMMUNITY:100,44,NARRATIVE:44
101,COMMUNITY:101,45,NARRATIVE:45
102,COMMUNITY:102,46,NARRATIVE:46
103,COMMUNITY:103,47,NARRATIVE:47
104,COMMUNITY:104,48,NARRATIVE:48
105,COMMUNITY:105,49,NARRATIVE:49
106,COMMUNITY:106,50,NARRATIVE:50
107,COMMUNITY:107,51,NARRATIVE:51
108,COMMUNITY:108,52,NARRATIVE:52
109,COMMUNITY:109,53,NARRATIVE:53
110,COMMUNITY:110,54,NARRATIVE:54
111,COMMUNITY:111,55,NARRATIVE:55
112,COMMUNITY:112,56,NARRATIVE:56
113,COMMUNITY:113,57,NARRATIVE:57
114,COMMUNITY:114,58,NARRATIVE:58
115,COMMUNITY:115,59,NARRATIVE:59
116,COMMUNITY:116,60,NARRATIVE:60
117,COMMUNITY:117,61,NARRATIVE:61
118,COMMUNITY:118,62,NARRATIVE:62
119,COMMUNITY:119,63,NARRATIVE:63
120,COMMUNITY:120,64,NARRATIVE:64
121,COMMUNITY:121,65,NARRATIVE:65
122,COMMUNITY:122,66,NARRATIVE:66
